transaction_id,user_id,payer_bank_id,payee_bank_id,amount,timestamp,transaction_type,device_id,network_type,payment_app,final_status,failure_code
TXN00000130,USR002490,BNK007,BNK007,55.77,2026-08-04 09:33:57,P2P,DEV004641,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00000131,USR004457,BNK003,BNK008,789.84,2026-08-09 04:37:39,P2M,DEV001867,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000132,USR002190,BNK001,BNK003,47272.19,2026-08-02 07:04:20,P2M,DEV002043,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00000133,USR008750,BNK008,BNK006,102.61,2026-08-06 12:27:28,P2M,DEV001481,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000134,USR009052,BNK002,BNK006,168.02,2026-08-13 04:44:41,P2M,DEV000334,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000135,USR003527,BNK003,BNK002,1764.03,2026-07-30 13:54:31,P2M,DEV002573,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000136,USR009173,BNK004,BNK009,241.99,2026-08-10 06:55:47,P2M,DEV000874,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00000137,USR001871,BNK009,BNK002,223.27,2026-08-25 19:57:40,P2P,DEV000906,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000138,USR006481,BNK002,BNK003,215.6,2026-08-12 05:29:23,P2M,DEV001925,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000139,USR009904,BNK004,BNK002,545.2,2026-08-08 02:22:37,P2P,DEV001088,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00000140,USR008362,BNK006,BNK004,165.55,2026-08-01 16:39:24,P2P,DEV001313,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000141,USR003386,BNK001,BNK004,57.92,2026-08-06 13:29:31,P2P,DEV000932,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00000142,USR005026,BNK003,BNK007,1029.83,2026-08-05 12:43:06,P2P,DEV000904,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000143,USR005673,BNK003,BNK002,9913.27,2026-08-10 06:29:30,P2M,DEV000985,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000144,USR005038,BNK003,BNK001,156.42,2026-08-04 08:29:22,P2M,DEV003440,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000145,USR006306,BNK001,BNK008,709.45,2026-08-12 23:04:58,P2P,DEV004146,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000146,USR001712,BNK002,BNK001,3895.15,2026-08-23 13:28:40,P2P,DEV000547,WiFi,Paytm,SUCCESS,ERR_SUCCESS
TXN00000147,USR004128,BNK004,BNK001,60.96,2026-08-08 21:57:52,P2M,DEV002864,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000148,USR001789,BNK002,BNK009,24028.13,2026-08-20 00:17:25,P2P,DEV003893,4G,CRED,SUCCESS,ERR_SUCCESS
TXN00000149,USR008052,BNK003,BNK001,36.71,2026-08-15 04:08:10,P2M,DEV000837,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000150,USR005885,BNK002,BNK006,1750.58,2026-08-15 14:59:48,P2M,DEV003826,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000151,USR008528,BNK003,BNK001,794.13,2026-08-03 19:01:10,P2M,DEV001392,3G,Google Pay,FAILED,ERR_BD_01
TXN00000152,USR006311,BNK002,BNK002,169.12,2026-08-15 08:00:22,P2M,DEV002144,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000153,USR003781,BNK001,BNK001,207.79,2026-08-08 14:38:25,P2M,DEV001137,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000154,USR005309,BNK001,BNK007,165.76,2026-07-30 04:14:52,P2P,DEV000394,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000155,USR005998,BNK002,BNK002,42647.36,2026-08-13 16:45:46,P2M,DEV004615,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000156,USR009625,BNK003,BNK001,101.16,2026-07-31 00:09:29,P2M,DEV004998,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000157,USR003971,BNK001,BNK007,199.87,2026-08-26 12:23:01,P2M,DEV000730,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000158,USR005910,BNK008,BNK007,19.77,2026-08-17 00:52:34,P2P,DEV004712,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000159,USR003075,BNK003,BNK004,4404.9,2026-08-24 07:07:05,P2M,DEV001275,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000160,USR007511,BNK002,BNK002,133.58,2026-08-21 21:47:25,P2M,DEV002729,3G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000161,USR003444,BNK001,BNK001,160.58,2026-08-08 21:53:54,P2P,DEV004226,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00000162,USR008378,BNK001,BNK006,196.12,2026-08-13 02:16:46,P2M,DEV003720,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000163,USR009207,BNK004,BNK002,78.72,2026-07-29 17:50:50,P2M,DEV001576,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000164,USR003207,BNK004,BNK002,236.93,2026-07-29 00:45:37,P2M,DEV003544,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000165,USR007705,BNK001,BNK002,976.63,2026-08-02 02:47:54,P2P,DEV000381,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000166,USR002292,BNK001,BNK002,52.93,2026-08-17 06:26:50,P2M,DEV001839,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000167,USR006706,BNK006,BNK004,249.79,2026-08-03 04:40:52,P2P,DEV002164,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00000168,USR006436,BNK003,BNK007,130.01,2026-07-29 13:33:47,P2M,DEV000643,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000169,USR003207,BNK008,BNK005,91.05,2026-08-10 01:04:42,P2P,DEV000333,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000170,USR005591,BNK003,BNK004,58.06,2026-08-23 14:41:29,P2P,DEV002403,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000171,USR002649,BNK004,BNK001,61.66,2026-08-17 20:24:26,P2P,DEV004779,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000172,USR006113,BNK001,BNK005,235.12,2026-08-16 00:41:24,P2M,DEV004971,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000173,USR004758,BNK003,BNK006,727.53,2026-08-02 17:08:30,P2P,DEV000684,5G,Google Pay,FAILED,ERR_BD_01
TXN00000174,USR005356,BNK003,BNK002,231.28,2026-08-18 23:52:47,P2P,DEV001675,4G,Paytm,FAILED,ERR_BD_02
TXN00000175,USR006584,BNK002,BNK003,223.02,2026-08-22 21:02:13,P2P,DEV004419,5G,PhonePe,FAILED,ERR_BD_02
TXN00000176,USR006638,BNK002,BNK007,178.19,2026-08-09 06:50:04,P2M,DEV001694,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00000177,USR005570,BNK002,BNK003,1881.43,2026-07-30 16:07:04,P2M,DEV001179,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000178,USR006276,BNK004,BNK004,44705.98,2026-08-11 12:49:05,P2P,DEV001320,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000179,USR008982,BNK003,BNK003,1582.22,2026-08-27 07:40:47,P2M,DEV000881,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00000180,USR009581,BNK001,BNK001,39806.21,2026-08-11 03:59:01,P2P,DEV000489,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000181,USR002647,BNK010,BNK005,8268.79,2026-08-09 08:41:53,P2P,DEV001497,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00000182,USR002922,BNK002,BNK002,5182.69,2026-08-11 00:59:04,P2P,DEV000215,5G,PhonePe,SUCCESS,ERR_SUCCESS
